Date,Time,City,State,Shape,Duration,Description
10/5/2014,23:00:00,San Jose,CA,Teardrop,20 minutes,East San Jose - Large metallic object with lights hovering and moving slow across East foothills
10/1/2014,2:00:00,San Jose,CA,Formation,Present,Multiple variations of blinking and or fluttering objects that hover up higher or fly lower inbetween trees and buildings at night.
9/17/2014,6:00:00,San Jose,CA,Fireball,45 seconds,Orange fireball.
9/6/2014,20:00:00,San Jose,CA,Sphere,4 minutes,"Ufo sighting in San Jose, calif around 7:47 pm"
7/22/2014,22:30:00,San Jose,CA,Light,5 seconds,"My brother his wife and I were in the garage smoking when the house bagan to Shakes. i looked north, up and out the side door to the ga"
7/17/2014,14:00:00,San Jose,CA,Sphere,2 minutes,Clip I filmed near sun an object its not lens flare camera moving all over place and it never moves-planet? ufo? drone?
7/4/2014,22:05:00,San Jose,CA,Light,5:00,"Four Red Light over Los Gatos, CA."
6/14/2014,19:10:00,San Jose,CA,Sphere,15 minutes,Observed 2 spherical unknown airborne objects moving in sync.
6/4/2014,22:40:00,San Jose,CA,Changing,3-5 minutes,Ghost-like orange orb was seen in Alum Rock California on June 4 2014.
5/29/2014,22:00:00,San Jose,CA,Light,20 minutes,Blue/purple light glowing brightly.
5/14/2014,20:00:00,San Jose,CA,Diamond,2.5 hours,Lights Over San Diego.
5/13/2014,16:00:00,San Jose,CA,Sphere,1 minute,"White, semi translucent orb moving in erratic directions, hovering and then leaving at immense speed."
5/7/2014,15:00:00,San Jose,CA,Disk,30 seconds,Black huge wobbling object disk shape going across sky in clouds
4/18/2014,10:07:00,San Jose,CA,Fireball,3 minutes,4/18/14 two fire ball objects that changed to pink clouds.
4/9/2014,21:00:00,San Jose,CA,Fireball,5 minutes,Circular object flying at night it was red and disappeared out of nowhere in a few minutes.
2/24/2014,20:48:00,San Jose,CA,Light,30 seconds,((HOAX??)) Bright white light flew south and dimmed until it disappeared.
2/3/2014,21:00:00,San Jose,CA,Triangle,5 minutes,Triangular bodies with flashing lights midway between downtown and south San Jose on highway 87
6/7/2014,1:00:00,San Jose ,CA,,10 seconds,"2 bright flashes, blue/green in color. About 5 to 10 seconds apart. Filled a big part of the sky."
11/7/2015,18:01:00,San Juan Capistrano,CA,Oval,15 minutes,Driving through neighborhood to find parking. Spotted greenish/blue/whitish light. ((NUFORC Note: U. S. Navy missile launch. PD))
7/2/2014,21:10:00,San Juan Capistrano,CA,Rectangle,10 minutes,Two red lights and two yellow light in a rectangle shape with and white strobe. This object was about 800 feet high.
12/14/2015,23:59:00,San Leandro,CA,Triangle,45 seconds,"Five, non-blinking red lights in triangle or A configuration, East Bay Area."
2/20/2016,23:45:00,San Luis Obispo,CA,Fireball,3 minutes,"Orange fireball, emitted a blinking object and flew upwards until it was as small as a star."
11/10/2015,18:00:00,San Luis Obispo,CA,Unknown,10 minutes,Erratic light movement.
11/7/2015,18:00:00,San Luis Obispo,CA,Circle,15 minutes,Very bright beam of blue light cut across the night sky. Origin was a small circular obj. ((NUFORC Note: US Navy missile launch. PD))
10/21/2015,5:30:00,San Luis Obispo,CA,Oval,3 minutes,Ontario Rd. flaming object moving slowly like Helicopter shaped an speeds from south to Norht west few sparks like not a solid trail.
12/29/2014,19:00:00,San Luis Obispo,CA,Fireball,4 seconds,Large white object with trailing fire. ((NUFORC Note: Multiple witnesses. Possible bright meteor. PD))
11/15/2014,UNKNOWN,San Luis Obispo,CA,Unknown,unknown,"At night remote bluff in Cen Cal. Spotted 30+ highly advanced ""stars"" until next am, witnessed un-nerving things."
8/22/2014,20:15:00,San Marcos,CA,Light,15 minutes,Hovering and Accelerating Multi-colored Light.
7/11/2014,11:30:00,San Marcos,CA,Diamond,10 minutes,Black red striped organic shape shifting craft
7/4/2014,21:05:00,San Marcos,CA,,10 minutes,"Green and Red Lights hovering, zig-zagging above San Marcos, California July 4, 2104."
4/30/2014,22:00:00,San Marcos,CA,Fireball,2 seconds,Orange fireball in southwest sky.
8/25/2014,22:28:00,San Marcos/Vista,CA,Light,40-60 seconds,"One light would get brighter (bigger), while this happened the other got less bright (smaller). The lights were a yellow/gold."
7/4/2015,21:25:00,San Mateo,CA,Light,45 seconds,Fast moving light on 4th of July.
11/14/2014,19:50:00,San Mateo,CA,Other,1 minute,"A new scooter shaped aircraft like something from the Jetsons, but more likea hemi police bike."
5/31/2014,21:40:00,San Mateo,CA,Light,20+ minutes,"Star-like lights and ""shooting stars"" moving high across the sky."
11/7/2015,18:15:00,San Pablo,CA,Other,3 minutes,Light coming out of cloud I thought was a helicopter with spot light behind a cloud. ((NUFORC Note: U. S. Navy missile launch. PD))
12/15/2015,13:30:00,San Pedro,CA,Disk,5 minutes,"Blue Violet disk over Santa Catalina Island in San Pedro, CA. ((NUFORC Note: Lens flares, caused by the Sun. PD))"
6/29/2015,21:30:00,San Pedro,CA,Unknown,12 minutes,((NUFORC Note: Planets. PD)) I'm looking off the balcony looking W and I see 2 lights one bright and one right above it but smaller.
1/7/2015,13:31:00,San Pedro,CA,Other,,"Saw a bright object in high clouds, not moving, reflected light, then moved toward left, went out of my view. several minutes."
5/29/2014,3:35:00,San Pedro,CA,Light,2-3 seconds,I was outside having a smoke and witnessed a very bright blu
1/9/2014,16:50:00,San Pedro,CA,Sphere,seconds,"Approximately at 4:50 pm, siting on my porch I observed a military fighter jet headed north west. Fixated on the speeding jet, I notice"
2/21/2016,21:30:00,San Rafael,CA,Light,25 minutes,Triangular and rectangular formations of hovering lights over Bay
11/4/2015,22:00:00,San Rafael,CA,Sphere,30 minutes,Cluster of lights in formation in San Rafael hillside.
11/4/2015,4:48:00,San Rafael,CA,Changing,15 seconds,Falling object appeared to tumble in the sky.
10/23/2015,22:48:00,San Rafael,CA,Sphere,3-4 seconds,Large green orb falling from high in sky until no longer visible driving south bound 101 20 miles north of san francisco.
5/24/2015,1:00:00,San Rafael,CA,Other,5 seconds,Bright white v-shaped object crossed entire horizon in 5 seconds.
1/3/2015,18:00:00,San Rafael,CA,Other,7 seconds,"UFO over San Rafael (Sorry. I entered the wrong year in first report, please delete it)."
7/18/2014,21:24:00,San Rafael,CA,Fireball,6-7 minutes,We saw 5 glowing orange objects in the western sky above Mount Tamalpais on 07/18/14.
4/10/2014,21:30:00,San Rafael,CA,Triangle,4 minutes,"Looked in the sky and saw a very bright light. Suddenly, it bagan to move. It flashed its lights off and then when it flashed back on,"
1/7/2014,22:41:00,San Rafael,CA,Formation,5 minutes,Seven high altitude flashing lights over San Rafael.
1/6/2014,22:20:00,San Rafael,CA,Formation,10,No idea what the bright blinking lights were!?
1/6/2014,22:18:00,San Rafael,CA,Light,0:03 minutes,"8 bright, star-like objects in formation in the night sky."
2/10/2016,5:20:00,San Ramon,CA,Teardrop,45 seconds,"Point of light with faint, wispy weather-balloon-shaped feature protruding from its side. ((NUFORC Note: Rocket. PD))"
3/5/2015,18:30:00,San Ramon,CA,Flash,10 seconds,"Streak of light from left to right near top of Mt. Diablo in San Ramon, CA."
12/31/2015,17:30:00,San Ysidro,CA,Circle,5 minutes,Circle with red and white lights.
11/7/2015,18:01:00,San Ysidro,CA,Light,3 minutes,White bright light with green aura. ((NUFORC Note: U. S. Navy missile launch. PD))
3/17/2016,20:55:00,San Ysidro ,CA,Oval,10 minutes,"2050 through 2100 hrs., San Ysidro, CA. I observed two bright flashing lights approximately SSW at about 30-degrees elev.."
11/7/2015,18:00:00,Santa Ana,CA,Other,10 minutes,Bright green/ blue gas in the the dark night sky. ((NUFORC Note: US Navy missile launch. PD))
10/14/2015,20:36:00,Santa Ana,CA,Oval,1-2 minutes,Color-changing UFO shaped like an thin oval.
5/21/2015,0:30:00,Santa Ana,CA,Formation,30 minutes,"White L-shaped lights in Santa Ana, CA."
2/5/2015,13:45:00,Santa Ana,CA,Diamond,45 minutes,"Glimmering object moved slowly in one direction, while second glimmering reddish object moved in other direction."
7/17/2014,12:59:00,Santa Ana,CA,Disk,30 minutes,Saucer shaped aircraft levitates over witnesses and reveals it's definite shape while speeding off afterwards.
7/4/2014,20:00:00,Santa Ana,CA,Fireball,2 minutes,The orange fireball was high in the sky as it appeared.
6/28/2014,23:25:00,Santa Ana,CA,Triangle,~5 minutes,UFO Santa Ana California 9:25 PM PST 6/28/2014
2/15/2014,1:30:00,Santa Ana,CA,Egg,4-6 minutes,Orange glowing egg in the sky over Orange County.
1/17/2014,19:35:00,Santa Ana,CA,Light,2 minutes,Yellow light in the flight path of a 747 that quickly vanished as the plane got it it's sight over garden grove ca.
11/10/2015,18:05:00,Santa Barbara,CA,Light,3 seconds,Medium altitude white light speeds horizontally over ocean before breaking into 3 parts before disappearing.
11/7/2015,18:00:00,Santa Barbara,CA,Unknown,5 minutes,((NUFORC Note: No information provided by source. PD))
7/19/2015,22:12:00,Santa Barbara,CA,Circle,2+ minutes,"Yellowish orange, odd circular object observed over Santa Barbara Ca."
6/30/2015,10:00:00,Santa Barbara,CA,Circle,15 minutes,Silver pulsating object.
6/6/2015,22:00:00,Santa Barbara,CA,Triangle,10 seconds,"V-shaped formation of steady, bright, white lights moving close to ground, slowly, silently across night sky."
2/5/2015,0:40:00,Santa Barbara,CA,Light,5 minutes,"A red-orange, star-shaped, mobile object shining in the sky."
11/27/2014,18:45:00,Santa Barbara,CA,,5 seconds apart,White bright flash lit hole sky twice 5 seconds apart.
10/10/2014,18:30:00,Santa Barbara,CA,Flash,1 second,Pulse of green streaking through sky very quicky for short duration. ((NUFORC Note: Possible meteor? PD))
9/12/2014,20:00:00,Santa Barbara,CA,Circle,7 seconds,My gf and I were looking up in the sky and noticed a blue light not blinking moving nw at a steady spread then just disappeared in the
8/25/2014,20:20:00,Santa Barbara,CA,Light,20 seconds,"Bright, circular light moving slowly across NW sky, suddenly shrank into space."
8/13/2014,6:15:00,Santa Barbara,CA,Changing,10 minutes,"Orange line above Santa Barbara, CA."
11/27/2014,23:00:00,Santa Barbara County,CA,Circle,5 minutes,White orb appeared then flashed twice then moved quickly across the sky.
6/10/2014,0:00:00,Santa Clara,CA,Disk,2 minutes,Green light flying from one direction then another changes to red and back green.
1/1/2014,0:20:00,Santa Clara,CA,Sphere,25 minutes,"Three fiery orange-red orbs, all seen about 5 minutes apart, ascended into space on a near vertical path."
2/11/2016,6:37:00,Santa Clarita,CA,Fireball,10 seconds,"Like a greenish/blue meteor. A tail on one end, and a ball at the other (like a flash). Appeared only seconds, and then disappeared."
1/14/2016,6:30:00,Santa Clarita,CA,Circle,6 hours,Very large UFO chased away with fighter jets numerous times
2/11/2015,23:00:00,Santa Clarita,CA,Light,15 seconds,"As I took the Sierra Highway exit, I spotted 2 lights next to one another slightly above these homes. Direction wise, these homes were"
1/29/2014,18:00:00,Santa Clarita,CA,Circle,5-10 minutes,Several orange-pinkish lights in sky looking east that moved in sky and then began to fizzle out.
3/20/2016,0:00:00,Santa Cruz,CA,Fireball,30 minutes,"We were driving on Hwy 1 & noticed about 7 fireballs soaring straight down at the earth, almost like shooting stars. I pulled over and"
2/8/2016,19:00:00,Santa Cruz,CA,Triangle,1 minute,"Low, slow-flying unit, triangle shape with round orange lights on each tip. soundless."
11/7/2015,19:00:00,Santa Cruz,CA,Other,~7 minutes,Stratospheric Blue Light Beam tracking Orange Sun Ball. ((NUFORC Note: U. S. Navy missile launch. PD))
11/7/2015,18:13:00,Santa Cruz,CA,Unknown,1 minute,Craft emitting large white vapor cone with green beam tail. ((NUFORC Note: U. S. Navy missile launch. PD))
8/6/2015,21:30:00,Santa Cruz,CA,Fireball,3 minutes,"Saw a single orange fireball hanging in the clouds/sky over Santa Cruz, CA, last night, Aug 6th, around 9:30 PM for about 3 minutes."
5/9/2014,21:20:00,Santa Cruz,CA,Light,2 minutes,Two V formations of faint orange lights
5/1/2014,10:30:00,Santa Cruz,CA,Sphere,Snapshot,"Sphere appears in the second of three consecutive photos, and then disappears. ((NUFORC Note: Object later identified. PD))"
4/26/2014,21:00:00,Santa Cruz,CA,Other,5 minutes,Orange floating disappearing lights.
2/14/2014,21:45:00,Santa Cruz,CA,Unknown,5-10 minutes,Balls of bright orange lights seen hovering over city and disappearing up into sky from Santa Cruz Lighthouse.
1/25/2014,18:50:00,Santa Cruz,CA,Light,2 minutes,I watched three red/orange glowing lights in the sky in a triangle formation. Then one faded and disappeared. The the other two separ
2/14/2016,22:00:00,Santa Fe,CA,Light,8 minutes,Strange moving light making quick movements of great distance and s shaped turns
2/14/2016,22:00:00,Santa Fe ,CA,Light,8 minutes,"Strange moving light, making quick movements of great distance and s-shaped turns."
3/27/2016,20:50:00,Santa Maria,CA,Disk,2 minutes,All lights appeared white that blinked in sequence around the object. May have a redlight in the middle that turned off suddenly.
1/21/2016,19:00:00,Santa Maria,CA,Oval,7 minutes,GLOWING GREEN PULSATING ROUND OBJECT IN SKY TONIGHT.
12/30/2015,18:38:00,Santa Maria,CA,Circle,30 seconds,My sister and I saw a very small grayish disk hovering really high up.
9/10/2015,17:00:00,Santa Maria,CA,Fireball,5 minutes,"Made a report back in July 23, 2015. Location Santa Maria California.

Tonight 9-10-15. My daughter asked what are those orange light"
7/22/2015,22:30:00,Santa Maria,CA,Fireball,15 minutes,Saw the first object on 07/21/2015 about 22:30 when I was leaving for work. The object flew from the western sky to the southern sky th
3/27/2015,13:41:00,Santa Maria,CA,Other,30+ minutes,"Object seen moving very slowly over Santa Maria, CA."
11/23/2014,17:45:00,Santa Maria,CA,Changing,2 minutes,"Bright flamelike silent flame-like object seen over central coast of California,"
11/7/2015,18:10:00,Santa Monica,CA,Light,20-120 seconds,A circular cloud with bright beam of light coming from the center of it. ((NUFORC Note: U. S. Navy missile launch. PD))
5/19/2014,23:20:00,Santa Paula,CA,Diamond,2 minutes,"Diamond/ huge yellow lights. Slow and low, grey metallic bottom."
2/19/2016,19:32:00,Santa Rosa,CA,Light,20 minutes,My husband and I watched 4 orange lights fly slowly and quietly towards us over a fairly busy intersection.As they ascended the lights
2/15/2016,12:50:00,Santa Rosa,CA,Other,?,"Strangest thing... On our way to the lake, it caught the corner of my eye. The only way I can describe it is... Looked like a flying du"
11/7/2015,19:15:00,Santa Rosa,CA,Circle,2 minutes,It hovered for several minutes then left a beam of light and a large mushroom cloud.((NUFORC Note: U. S. Navy missile launch. PD))
11/7/2015,18:00:00,Santa Rosa,CA,Other,1 minute,"Unkown obj. with beam of white light moved horizontally, before taking off into sky. ((NUFORC Note: US Navy missile launch. PD))"
10/25/2015,19:00:00,Santa Rosa,CA,Fireball,1-2 minute,Two orange-red flickering bright lights appeared . Floating south to north for 1 and a half minutes .then fading out.
10/9/2015,17:06:00,Santa Rosa,CA,Cross,15 minutes,"Craft with 2 bright reddish pulsating lights, 5 small lights moved into set position in sky and stayed in that position for 15 m"
6/22/2015,13:00:00,Santa Rosa,CA,Circle,10 minutes,"My son and I were playing catch around 1pm when in the sky above his head I noticed a large white ""dot."" I was facing northeast."
6/4/2015,21:15:00,Santa Rosa,CA,Light,5 minutes,"Huge bright light on top of Taylor Mountain ridge. Looked like huge spot light, perfect circle. Watched it for total of 5 mins and film"
5/29/2015,16:00:00,Santa Rosa,CA,Circle,1.5 hours,White luminous small moon like object traversed daytime sky E to W for about 1.5 hours.
5/6/2015,23:30:00,Santa Rosa,CA,Circle,5 minutes,I am a 65 year old female domestic engineer On the night of May 6 2015 my husband and I went to bed at 21:00 At 23:25 I woke up.
4/5/2015,19:00:00,Santa Rosa,CA,Light,most of the night,Very bright blinking light in the sky followed by a loud humming noise
1/21/2015,20:15:00,Santa Rosa,CA,Circle,10 seconds,"I am a 63 year old resident of Santa Rosa, CA. I have never before seen a UFO. I see many aircraft pass over regularly because"
12/7/2014,0:00:00,Santa Rosa,CA,Sphere,45 minutes,"Three white, multi-faceted, pulsing orbs form a triangle."
9/6/2014,21:00:00,Santa Rosa,CA,Light,45 seconds,What appeared to be a bright plane light flying towards us however it started quickly gravitating towards the moon and the light faded
7/9/2014,4:40:00,Santa Rosa,CA,Circle,20 minutes,Hello and thanks so much for your work I always listen to your reports on C2C Technically this is ufo but I dont know if it was
4/10/2014,20:38:00,Santa Rosa,CA,Sphere,1 minutes,Orange pulsating sphere.
4/10/2014,10:40:00,Santa Rosa,CA,Sphere,1 minute,Orange sphere that suddenly disappears.
3/29/2014,23:53:00,Santa Rosa,CA,Light,,"2 fast orange balls of light. flew over Santa Rosa, CA"
1/5/2014,22:30:00,Santa Rosa,CA,,10 minutes,My son was walking our dog when he came in yelling at us to come out. There were two bright orange to red lights heading south in the s
8/28/2014,4:02:00,Santa Ysabel,CA,Other,15 seconds,Loud rumbling sound in the sky.
1/3/2016,18:15:00,Santee,CA,Fireball,2 second,"Wife and I facing N, fluorescent green streak moving E. Appeared low in atmosphere, and larger in diameter than a shooting star."
11/7/2015,18:00:00,Santee,CA,Light,5 minutes,"I, along with two women, observed in the early W night sky (6PM), an object that appeared to be an aircraft (10,000ft. Elv.?)."
11/15/2014,5:30:00,Santee,CA,Other,5 minutes,Blobs of fire falling from sky.
10/19/2014,22:44:00,Santee,CA,Fireball,3 seconds,I believe the emerald green fireball object was space junk that originally was from a launched in a North/South polar orbit.
4/9/2014,8:00:00,Santee,CA,Light,15 seconds,Orange ball in sky in Santee Ca
10/4/2015,20:40:00,Saratoga,CA,Light,30 minutes,"Strange lights in norh east sky Saratoga, CA."
9/13/2014,22:40:00,Saugus,CA,Fireball,1 minute,Orange fireballs.
12/5/2015,21:30:00,Seal Beach,CA,Fireball,5 minutes,"While relaxing in the jacuzzi in our backyard, we suddenly looked up and saw 8-10 orange fireball like UFOs that seemed to stop and hov"
11/7/2015,18:00:00,Seal Beach,CA,Flash,15 minutes,Trail of blue green flash across the sky following a bright llight. ((NUFORC Note: US Navy missile launch. PD))
10/23/2015,22:30:00,Seal Beach,CA,Fireball,10 seconds,Ball of fire falling from sky. ((NUFORC Note: Possible Orionid meteor?? PD))
2/20/2015,21:00:00,Seal Beach,CA,Chevron,921,"The chevron craft flew towards my sister and me, then stopped & stayed in one spot for 5 mins. It would turn a strange bright green."
1/9/2015,17:00:00,Seal Beach,CA,Unknown,8-10 minute,"Mystery light visible from Seal Beach, CA."
4/16/2014,9:30:00,Seal Beach,CA,Unknown,25 seconds,"Orange/red orb closely followed by F/A-18 Hornet at high rate of speed from south to north in Seal Beach, Ca."
11/24/2015,19:30:00,Sears Point Raceway,CA,Diamond,15 minutes,Bright object above old navy base.
7/11/2015,12:11:00,Sebastopol,CA,Light,98 minutes,8 lights in a straight line with 2 flashing red lights hovering over my neighbors house and it slowly moved away and teleported away.
7/9/2015,21:20:00,Shafter,CA,Fireball,5 minutes,We saw big round fire in the sky but was moving very slow straight in line for about 5 min we wear driving in car then pulled over t
5/28/2014,13:45:00,Shasta City,CA,Disk,27 seconds,Saucer shaped object hovering in Mt. Shasta area.
3/31/2016,22:05:00,Shasta Lake,CA,Fireball,~45 seconds,3 bright red lights seen traveling over Shasta Lake City then suddenly disappearing one right after the other
12/31/2014,20:48:00,Shasta Lake,CA,Fireball,2 + seconds,"Dec 31, 2014, Shasta Lake, CA, extra large fireball with reddish debris coming off, 2+sec. duration. Largest I have ever seen."
6/16/2014,22:23:00,Shasta Lake,CA,Circle,3 minutes,"Multiple nights we have seen a circle shaped object fly from west to east in the northern sky, it is always after 22:00."
6/29/2015,14:30:00,Shell Beach,CA,Circle,on going,Object in clear daylight sky.
11/7/2015,18:00:00,Sherman Oaks,CA,Sphere,2 minutes,Spotlight orb vanishes leaving a glowing gas cloud. ((NUFORC Note: U. S. Navy missile launch. PD))
9/18/2015,22:00:00,Sherman Oaks,CA,Chevron,8 seconds,Chevron-shaped flying boomerang with dim running lights on the bottom.
4/12/2015,9:05:00,Sherman Oaks,CA,Circle,20 minutes,White cicular objects in sky.
1/4/2015,20:30:00,Sherman Oaks,CA,Flash,5 minutes,I was driving west on the 101 freeway between Woodman and Van Nuys blvd off ramps. I looked up as a Red Flashing Object caught my eye.
12/12/2014,19:25:00,Sherman Oaks,CA,Other,10 minutes,"Orange and yellow ball shaped flying object changes rapidly while moving over Sherman Oaks, California."
9/27/2014,22:25:00,Sherman Oaks,CA,Fireball,20 seconds,"Silent, red lights flying in formation in the night sky."
10/30/2015,1:09:00,Signal Hill,CA,Triangle,45 seconds,Was taking dog out to use restroom as I am waiting I happened to look up and saw a triangle shaped object w/orangeish colored lights.
1/20/2015,17:00:00,Simi Valley,CA,Sphere,10 minutes,I saw about five orange glowing spheres traveling at a slow steady pace one after another. They were spaced fairly even. I recorded t
12/7/2014,12:07:00,Simi Valley,CA,Sphere,1 minute,A black round object flew across the sky in day time from East to West in Simi Valley.
11/1/2014,22:35:00,Simi Valley,CA,Fireball,10 minutes,Red fireball floating in sky.
6/7/2014,21:30:00,Simi Valley,CA,Unknown,1 minute,Red object hovering.
4/12/2014,10:00:00,Simi Valley,CA,Light,1 minute,"Low level, bright amber glowing light flying toward us then turned and accelerated straight up out of sight, amazing!!!!"
3/7/2014,2:30:00,Simi Valley,CA,Circle,30+ min,"Low flying, hovering, red pulsating light."
12/22/2015,18:10:00,Sky Valley,CA,Cigar,:60,Streaking comet like with long light spray trail. ((NUFORC Note: Re-entering space debris. PD))
11/7/2015,18:00:00,Soledad,CA,Unknown,1 minute,Very bright greenish blue contrail/exhaust like light. ((NUFORC Note: US Navy missile launch. PD))
2/2/2015,12:05:00,Solromar,CA,Other,11-12 minutes,"Observed an object that, at first, appeared to be an instrumentation balloon. Vertical configuration of a mass ""suspended"" be"
3/7/2015,19:32:00,Somis,CA,Circle,5 minutes,Multiple orange balls fall from sky.
12/22/2015,18:05:00,Sonoma,CA,Cone,1.5 minutes,"Obj. possibly cyl. or cone, with a dark red tail approx. 4-6 lengths of the obj. ((NUFORC Note: Re-entering space debris. PD))"
12/18/2015,13:00:00,Sonoma,CA,Sphere,2 minutes,"Round, metallic-looking sphere over my house"
11/28/2015,9:38:00,Sonoma,CA,Other,6 hours,"3-4 rotating, glowing red orbs in our tree at night. As they rotated it looked like glowing embers."
11/27/2014,20:00:00,Sonoma,CA,Light,9 minutes,A powerful blue beam of light 20-30 miles long at least with a very slow rotation. It was not coming from the ground.
8/4/2014,22:30:00,Sonoma,CA,Light,5:00 minutes,Pulsating floating red orb flies over home.
7/4/2014,21:27:00,Sonoma,CA,Formation,2 minutes,3 groups of 6-10 blue points of light appeared traveling NE at high altitude.
4/27/2014,22:15:00,Sonoma,CA,Light,5 minutes,Four Orange round lights seen over sonoma.
3/12/2014,19:30:00,Sonoma,CA,Unknown,2 hours,Strange light stationary in the sky.
1/8/2015,7:20:00,Sonora,CA,Other,30 minutes,"Two star looking shapes in the eastern sky, while sun was coming up. The third one came in between shooting toward earth."
1/1/2014,0:30:00,South El Monte,CA,Sphere,4-6 minutes,"2nd sighting of red sphere moving fast , stopping and fading away."
2/14/2016,14:00:00,South Gate,CA,Sphere,2 minutes,"One of many this day. Orb flyby captured with a telescope. Almost missed this one by mistake.

https://youtu.be/pDaMu_Qf8Ls"
2/11/2016,6:40:00,South Gate,CA,Light,20 seconds,Bright bluish greenish light shooting across sky.
11/7/2015,18:10:00,South Gate,CA,Light,20 minutes,Strange bright light with a trail of blue streaked across the night sky. ((NUFORC Note: U. S. Navy missile launch. PD))
9/13/2015,2:00:00,South Gate,CA,Oval,Nightly now,Two bright red that would change color some are dimmer and they dent flash sometimes they move left to right or up and down and some ac
8/22/2015,14:00:00,South Gate,CA,Other,7 minutes,Red Orb flyby at UFO Sighting Event in Los Angeles
8/5/2015,22:00:00,South Gate,CA,Fireball,1,We were walking and it was a bit over 10 pm when we saw an object hovering in the sky. Made no sound. It moved in about 60 degrees.
12/12/2014,13:00:00,South Lake Tahoe,CA,,,"South lake tahoe in the sky over the high school, 3 triangle shaped white lights slowly moving together."
5/25/2014,11:30:00,South Lake Tahoe,CA,Light,3+ hours,Single stationary point of light about 60 degress above the horizon for the last 3 hrs without moving or changing brightness.
4/14/2014,16:00:00,South Lake Tahoe,CA,,Photo,Item appeared in third similar photo
4/7/2015,4:43:00,South Los Angeles,CA,Light,10-15 seconds,04/07/2015 @ 4:40 am I sit into my car to start it up to warm it up for my way to work. As I am sitting there. I glance up to see the
11/7/2015,18:00:00,South Pasadena,CA,Disk,5 minutes,"Disk like craft surrounded by aura intense white light moving slowly and randomly, then disappeared."
9/26/2015,13:00:00,Southgate,CA,Formation,15 minutes,"Another Mass sighting of Ufo's in Los Angeles has Happened, and no im not talking about the giant light in the sky on Saturday"
8/21/2015,18:45:00,Southgate,CA,Cigar,8 minutes,This Anomoly Transformed Continously From An Orb to Cigar Shaped UFO
8/15/2015,13:41:00,Spring valley,CA,Rectangle,5 seconds,I love to take photos to the sun and sky is when i see the ufo in the photo but i notice my dogs start barking.
12/4/2014,18:30:00,Spring Valley,CA,Triangle,6-7 minutes,I saw a triangle.
6/1/2014,17:15:00,Spring Valley,CA,Disk,4 minutes,"Bright light following chem.trail like a road, until wind revealed a very shiny sphere."
10/2/2014,16:53:00,Stanford,CA,Cylinder,,UFO Over Stanford University's Hoover Tower. ((NUFORC Note: Bird with wings folded. PD))
4/29/2014,20:30:00,Stanford,CA,Circle,20 minutes,"Large, wavering, brightly lit balls above East Bay. These objects would stay in place for large periods of time."
11/7/2015,18:00:00,Stockton,CA,Other,5 minutes,"Bright sphere, star looking object; had a foggy dome around it with a blue ray of light. ((NUFORC Note: US Navy missile launch. PD))"
8/13/2015,22:00:00,Stockton,CA,Triangle,10 seconds,Triangular formation of white blurry lights over venetian park Stockton Ca
7/31/2015,23:00:00,Stockton,CA,Sphere,2 minutes,Seven Beautiful luminous orange orange orbs dance away above Stockton California
5/8/2015,23:00:00,Stockton,CA,Light,2 minutes,"I have no idea what i wittnessed, but it was not natural."
11/16/2014,19:00:00,Stockton,CA,Disk,10 minutes,Flying saucers seen in Stockton.
9/23/2014,1:50:00,Stockton,CA,Flash,10 seconds,Bright white/blue flash w/tail streak.
8/19/2014,1:00:00,Stockton,CA,Rectangle,,"Came from southbound Stockton, heading towards the northeast. Flew couple hundred feet above apartment complexes, at a slow steady pace"
5/19/2014,11:00:00,Stockton,CA,Oval,1 second,I have three pichers i would like to text you ..in the cloulds and in only one spot ....we're all kinds of colors..... and all i had wa
2/22/2014,19:00:00,Stockton,CA,Circle,5 minutes,Red Lights In the sky.
2/22/2014,19:00:00,Stockton,CA,Light,3 minutes,Saw them before in Florida.
2/16/2014,16:00:00,Stockton,CA,Circle,,"UFO over Pacific Ave Stockton, CA."
1/28/2014,21:00:00,Sultana,CA,Circle,30 seconds,Rapid circle in the clouds that turn triangular green and disappears.
12/12/2014,19:15:00,Summerland,CA,Changing,3 minutes,Craft with tail moving through the sky appeared to have a force field. ((NUFORC Note: Atlas V rocket launch. PD))
1/11/2014,19:33:00,Sun Valley,CA,Light,,"4 round orange lights over 170 fwy north bound in San Fernando Valley, CA."
10/21/2015,5:50:00,Sunnyvale,CA,Circle,3 minutes,"While looking for shooting stars southward at Orion, I caught a orange orb - NO FLASHING LIGHTS - traveling east to west at about the s"
5/6/2015,20:00:00,Sunnyvale,CA,Circle,1 hour,Round circle of lightsphere Changing color from blue to white and red Hovering over town in a fixed location Did not move for 1 hour
4/5/2015,20:27:00,Sunnyvale,CA,Unknown,20 minutes,2 red lights blinking w/long white tail.
1/8/2016,19:20:00,Susanville,CA,Light,1-2 minutes,More Russian space-junk?
12/22/2015,18:10:00,Susanville,CA,Sphere,1-2 minutes,"Orange/amber light, w/ contrail, over Susanville, CA. ((NUFORC Note: Re-entering space debris. PD))"
10/8/2014,20:15:00,Susanville,CA,Light,5 minutes,Bright planet like light hovers then takes off.
1/13/2016,21:50:00,Sutherlin,CA,Fireball,Fireball in sky,I was driving home from work tonight going N and it was very dark and there was light fog. On the right side of the freeway.
